,Unnamed: 0,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,Description,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,case_enquiry_id,open_dt,target_dt,closed_dt,ontime,case_status,closure_reason,case_title,subject,reason,queue,department,submittedphoto,closedphoto,location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,location_street_name,location_zipcode,source
466,24426,,,,Needle Pickup,,,,,,,,,,,42.3373,-71.0745,,101003771787,2021-05-26 21:19:00,,2021-05-27 06:25:09,ONTIME,Closed,Case Closed. Closed date : Thu May 27 06:25:09 EDT 2021 Resolved Needles recovered.  JT  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,,,23 E Concord St  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,802,23 E Concord St,2118,Constituent Call
467,24469,,,,Needle Pickup,,,,,,,,,,,42.3339,-71.0744,,101003771914,2021-05-27 07:00:19,,2021-05-27 07:15:58,ONTIME,Closed,Case Closed. Closed date : Thu May 27 07:15:58 EDT 2021 Resolved Needles recovered.  JT  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/60af7bb805bba9811f48e11d/report.jpg,,729 Massachusetts Ave  Roxbury  MA  02118,7,10B,2,D4,Roxbury,6,08,802,729 Massachusetts Ave,2118,Citizens Connect App
470,24615,,,,Needle Pickup,,,,,,,,,,,42.3367,-71.0738,,101003684766,2021-03-22 15:20:07,,2021-03-22 15:37:34,ONTIME,Closed,Case Closed. Closed date : Mon Mar 22 15:37:34 EDT 2021 Resolved Removed  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/6058eddf05bb8fa6e150e466/report.jpg,,49 E Concord St  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,802,49 E Concord St,2118,Citizens Connect App
471,24619,,,,Needle Pickup,,,,,,,,,,,42.3413,-71.0832,,101003684801,2021-03-22 15:36:26,,2021-03-22 15:55:45,ONTIME,Closed,Case Closed. Closed date : Mon Mar 22 15:55:45 EDT 2021 Resolved Removed  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/6058f1ae05bb8fa6e150e58a/report.jpg,,395-397 Massachusetts Ave  Roxbury  MA  02118,9,10B,7,D4,Roxbury,13,Ward 9,903,395-397 Massachusetts Ave,2118,Citizens Connect App
478,25041,,,,Needle Pickup,,,,,,,,,,,42.3383,-71.0799,,101003774302,2021-05-28 16:46:41,,2021-05-28 17:10:00,ONTIME,Closed,Case Closed. Closed date : Fri May 28 17:10:00 EDT 2021 Resolved Removed df  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/60b156a505bba9811f494a7d/report.jpg,,535 Massachusetts Ave  Roxbury  MA  02118,7,10B,7,D4,Roxbury,13,Ward 9,903,535 Massachusetts Ave,2118,Citizens Connect App
480,25079,,,,Needle Pickup,,,,,,,,,,,42.3413,-71.0802,,101003669264,2021-03-16 18:10:56,,2021-03-16 18:20:46,ONTIME,Closed,Case Closed. Closed date : Tue Mar 16 18:20:46 EDT 2021 Resolved Removed  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/60512ce605bb8fa6e14ecd7d/report.jpg,,156 Worcester St  Roxbury  MA  02118,4,1C,7,D4,Roxbury,6,04,404,156 Worcester St,2118,Citizens Connect App
483,25183,,,,Needle Pickup,,,,,,,,,,,42.3413,-71.0832,,101003669789,2021-03-17 11:40:00,,2021-03-17 14:02:30,ONTIME,Closed,Case Closed. Closed date : Wed Mar 17 14:02:30 EDT 2021 Resolved Removed  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/605222c405bb8fa6e14edf36/report.jpg,,395-397 Massachusetts Ave  Roxbury  MA  02118,9,10B,7,D4,Roxbury,13,Ward 9,903,395-397 Massachusetts Ave,2118,Citizens Connect App
484,25199,,,,Needle Pickup,,,,,,,,,,,42.3347,-71.0741,,101003775234,2021-05-30 08:34:09,,2021-05-30 08:43:10,ONTIME,Closed,Case Closed. Closed date : Sun May 30 08:43:10 EDT 2021 Resolved AM ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/60b3863405bba9811f4996e8/report.jpg,,850 Harrison Ave  Roxbury  MA  02118,4,1C,2,D4,South End,6,08,802,850 Harrison Ave,2118,Citizens Connect App
485,25244,,,,Needle Pickup,,,,,,,,,,,42.3337,-71.0742,,101003775633,2021-05-31 09:07:25,,2021-05-31 09:37:34,ONTIME,Closed,Case Closed. Closed date : Mon May 31 09:37:34 EDT 2021 Resolved AM ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/60b4df8905bba9811f49ab46/report.jpg,,670 Albany St  Roxbury  MA  02118,7,10B,2,D4,Roxbury,6,08,802,670 Albany St,2118,Citizens Connect App
486,25276,,,,Needle Pickup,,,,,,,,,,,42.3335,-71.076,,101003670080,2021-03-17 15:37:00,,2021-03-17 16:19:15,ONTIME,Closed,Case Closed. Closed date : Wed Mar 17 16:19:15 EDT 2021 Resolved Two syringes recovered at location.RA  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,,,30 Northampton St  Roxbury  MA  02118,7,10B,7,D4,Roxbury,13,08,803,30 Northampton St,2118,Constituent Call
494,25578,,,,Needle Pickup,,,,,,,,,,,42.342,-71.0822,,101003681642,2021-03-19 09:26:40,,2021-03-19 10:13:37,ONTIME,Closed,Case Closed. Closed date : Fri Mar 19 10:13:37 EDT 2021 Resolved Recovered  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/6054a68605bb8fa6e14f2a72/photo_20210319_092219.jpg,,29-33 Wellington St  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 4,404,29-33 Wellington St,2118,Citizens Connect App
497,25725,,,,Needle Pickup,,,,,,,,,,,42.3359,-71.0766,,101003689721,2021-03-26 12:24:59,,2021-03-26 12:30:45,ONTIME,Closed,Case Closed. Closed date : Fri Mar 26 12:30:45 EDT 2021 Resolved Removed  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/605e0ad005bb8fa6e151f60b/report.jpg,,6 Parmelee St  Roxbury  MA  02118,7,10B,2,D4,Roxbury,6,Ward 8,802,6 Parmelee St,2118,Citizens Connect App
498,25768,,,,Needle Pickup,,,,,,,,,,,42.3392,-71.0768,,101003689889,2021-03-26 13:44:50,,2021-03-26 14:13:43,ONTIME,Closed,Case Closed. Closed date : Fri Mar 26 14:13:43 EDT 2021 Resolved Removed  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/605e1d7705bb8fa6e151f9c3/report.jpg,,116 W Concord St  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 9,902,116 W Concord St,2118,Citizens Connect App
501,25967,,,,Needle Pickup,,,,,,,,,,,42.3363,-71.0758,,101003690966,2021-03-27 18:08:29,,2021-03-28 08:42:01,ONTIME,Closed,Case Closed. Closed date : Sun Mar 28 08:42:01 EDT 2021 Resolved One needle was removed from this location AG  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/605facd305bb8fa6e1521faa/report.jpg,,21 E Springfield St  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,802,21 E Springfield St,2118,Citizens Connect App
502,25988,,,,Needle Pickup,,,,,,,,,,,42.3383,-71.0792,,101003682664,2021-03-20 11:45:07,,2021-03-20 11:56:09,ONTIME,Closed,Case Closed. Closed date : Sat Mar 20 11:56:09 EDT 2021 Resolved After searching area no syringes were recovered resubmit with more accurate location of syringes-AM  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/6056187805bb8fa6e1505697/report.jpg,,544P Massachusetts Ave  Roxbury  MA  02118,7,1C,7,D4,Roxbury,13,09,903,544P Massachusetts Ave,2118,Citizens Connect App
504,26071,,,,Needle Pickup,,,,,,,,,,,42.3381,-71.0775,,101003779120,2021-06-02 14:35:00,,2021-06-02 14:52:15,ONTIME,Closed,Case Closed. Closed date : Wed Jun 02 14:52:15 EDT 2021 Resolved One syringe recovered at location.RA  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,,,105 W Springfield St  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 9,902,105 W Springfield St,2118,Constituent Call
515,26904,,,,Needle Pickup,,,,,,,,,,,42.3346,-71.0762,,101003693353,2021-03-30 11:51:28,,2021-03-30 12:38:29,ONTIME,Closed,Case Closed. Closed date : Tue Mar 30 12:38:29 EDT 2021 Resolved Needles recovered.  RA JT  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/606348f805bb8fa6e1532e9e/photo_20210330_115109.jpg,,68-74 Northampton St  Roxbury  MA  02118,7,10B,7,D4,Roxbury,13,08,803,68-74 Northampton St,2118,Citizens Connect App
517,26941,,,,Needle Pickup,,,,,,,,,,,42.3361,-71.0762,,101003693465,2021-03-30 13:00:26,,2021-03-30 13:13:09,ONTIME,Closed,Case Closed. Closed date : Tue Mar 30 13:13:09 EDT 2021 Resolved One syringe recovered at location.RA JT  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/6063590b05bb8fa6e15376fc/report.jpg,,660 Massachusetts Ave  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,802,660 Massachusetts Ave,2118,Citizens Connect App
520,27039,,,,Needle Pickup,,,,,,,,,,,42.3397,-71.0802,,101003785938,2021-06-08 05:44:40,,2021-06-08 06:29:58,ONTIME,Closed,Case Closed. Closed date : Tue Jun 08 06:29:58 EDT 2021 Resolved Needles recovered.  JT  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/60bf3bfd05bba9811f4abc7b/report.jpg,,775 Tremont St  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 9,902,775 Tremont St,2118,Citizens Connect App
522,27064,,,,Needle Pickup,,,,,,,,,,,42.3413,-71.0832,,101003686011,2021-03-23 14:04:51,,2021-03-23 14:34:10,ONTIME,Closed,Case Closed. Closed date : Tue Mar 23 14:34:10 EDT 2021 Resolved Removed  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/605a2db305bb8fa6e15137fc/report.jpg,,395-397 Massachusetts Ave  Roxbury  MA  02118,9,10B,7,D4,Roxbury,13,Ward 9,903,395-397 Massachusetts Ave,2118,Citizens Connect App
523,27073,,,,Needle Pickup,,,,,,,,,,,42.3395,-71.0834,,101003785955,2021-06-08 06:09:58,,2021-06-08 06:39:33,ONTIME,Closed,Case Closed. Closed date : Tue Jun 08 06:39:33 EDT 2021 Resolved Needles recovered.  JT  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/60bf41eb05bba9811f4abd34/report.jpg,,627 Columbus Ave  Roxbury  MA  02118,9,10B,7,D4,Roxbury,13,09,903,627 Columbus Ave,2118,Citizens Connect App
524,27075,,,,Needle Pickup,,,,,,,,,,,42.3347,-71.0741,,101003785986,2021-06-08 06:50:17,,2021-06-08 07:30:07,ONTIME,Closed,Case Closed. Closed date : Tue Jun 08 07:30:07 EDT 2021 Resolved AM ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/60bf4b5005bba9811f4abe92/report.jpg,,850 Harrison Ave  Roxbury  MA  02118,4,1C,2,D4,South End,6,08,802,850 Harrison Ave,2118,Citizens Connect App
525,27180,,,,Needle Pickup,,,,,,,,,,,42.3349,-71.0755,,101003694617,2021-03-31 10:45:58,,2021-03-31 10:54:57,ONTIME,Closed,Case Closed. Closed date : Wed Mar 31 10:54:57 EDT 2021 Resolved Needle recovered.  JT  AG  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,,,63 Trask St  Roxbury  MA  02118,7,10B,2,D4,Roxbury,6,Ward 8,802,63 Trask St,2118,Constituent Call
535,27806,,,,Needle Pickup,,,,,,,,,,,42.3399,-71.0801,,101003788547,2021-06-09 17:05:26,,2021-06-09 18:05:58,ONTIME,Closed,Case Closed. Closed date : Wed Jun 09 18:05:58 EDT 2021 Resolved One syringe recovered at location.RA  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/60c12d0e05bba9811f4af788/photo_20210609_170406.jpg,,190 W Springfield St  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 9,902,190 W Springfield St,2118,Citizens Connect App
536,27825,,,,Needle Pickup,,,,,,,,,,,42.3331,-71.0732,,101003697987,2021-04-03 08:00:17,,2021-04-03 08:37:21,ONTIME,Closed,Case Closed. Closed date : Sat Apr 03 08:37:21 EDT 2021 Resolved Four needles was removed from this location AG  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/606858c805bb8fa6e1567db0/report.jpg,,801 Massachusetts Ave  Roxbury  MA  02119,7,10B,7,D4,Roxbury,13,08,803,801 Massachusetts Ave,2119,Citizens Connect App
538,27902,,,,Needle Pickup,,,,,,,,,,,42.3418,-71.0832,,101003788926,2021-06-10 06:35:11,,2021-06-10 06:59:58,ONTIME,Closed,Case Closed. Closed date : Thu Jun 10 06:59:58 EDT 2021 Resolved Needle recovered.  JT  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/60c1ead405bba9811f4b04dc/report.jpg,,380 Massachusetts Ave  Boston  MA  02115,4,1C,7,D4,Boston,14,04,405,380 Massachusetts Ave,2115,Citizens Connect App
540,28023,,,,Needle Pickup,,,,,,,,,,,42.3394,-71.0797,,101003698655,2021-04-04 08:21:09,,2021-04-04 08:45:24,ONTIME,Closed,Case Closed. Closed date : Sun Apr 04 08:45:24 EDT 2021 Resolved AM ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,,,768-772 Tremont St  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 9,902,768-772 Tremont St,2118,Citizens Connect App
553,28708,,,,Needle Pickup,,,,,,,,,,,42.3363,-71.0764,,101003692723,2021-03-29 20:38:57,,2021-03-30 06:14:49,ONTIME,Closed,Case Closed. Closed date : Tue Mar 30 06:14:49 EDT 2021 Resolved Needles recovered.  JT  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,,,652 Massachusetts Ave  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,802,652 Massachusetts Ave,2118,Citizens Connect App
555,28783,,,,Needle Pickup,,,,,,,,,,,42.3355,-71.0748,,101003792870,2021-06-13 14:11:40,,2021-06-13 14:22:17,ONTIME,Closed,Case Closed. Closed date : Sun Jun 13 14:22:17 EDT 2021 Resolved One syringe recovered at location.RA  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/60c64a5405bba9811f4b9b7f/report.jpg,,57 E Springfield St  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,802,57 E Springfield St,2118,Citizens Connect App
556,28828,,,,Needle Pickup,,,,,,,,,,,42.3358,-71.0751,,101003793389,2021-06-14 08:43:20,,2021-06-14 08:49:54,ONTIME,Closed,Case Closed. Closed date : Mon Jun 14 08:49:54 EDT 2021 Resolved AM ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/60c74ee305bba9811f4baf14/report.jpg,,45 E Springfield St  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,802,45 E Springfield St,2118,Citizens Connect App
557,28833,,,,Needle Pickup,,,,,,,,,,,42.3411,-71.0815,,101003793468,2021-06-14 09:33:17,,2021-06-14 09:57:21,ONTIME,Closed,Case Closed. Closed date : Mon Jun 14 09:57:21 EDT 2021 Resolved Recovered. SW  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/60c75a9305bba9811f4bb15e/report.jpg,,565 Columbus Ave  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 4,404,565 Columbus Ave,2118,Citizens Connect App
562,29095,,,,Needle Pickup,,,,,,,,,,,42.3395,-71.0809,,101003702979,2021-04-07 16:37:09,,2021-04-07 17:14:52,ONTIME,Closed,Case Closed. Closed date : Wed Apr 07 17:14:52 EDT 2021 Resolved Removed df ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,,,483 Massachusetts Ave  Roxbury  MA  02118,9,10B,7,D4,Roxbury,13,Ward 9,903,483 Massachusetts Ave,2118,Constituent Call
569,29402,,,,Needle Pickup,,,,,,,,,,,42.3351,-71.0756,,101003705671,2021-04-09 16:00:00,,2021-04-09 16:20:39,ONTIME,Closed,Case Closed. Closed date : Fri Apr 09 16:20:39 EDT 2021 Resolved AM ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,,,699 Massachusetts Ave  Roxbury  MA  02118,7,10B,2,D4,Roxbury,6,Ward 8,802,699 Massachusetts Ave,2118,Constituent Call
570,29405,,,,Needle Pickup,,,,,,,,,,,42.3354,-71.076,,101003705710,2021-04-09 16:20:58,,2021-04-09 16:24:37,ONTIME,Closed,Case Closed. Closed date : Fri Apr 09 16:24:37 EDT 2021 Resolved AM ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,,,683 Massachusetts Ave  Roxbury  MA  02118,7,10B,2,D4,Roxbury,6,Ward 8,802,683 Massachusetts Ave,2118,Citizens Connect App
577,29998,,,,Needle Pickup,,,,,,,,,,,42.341,-71.0806,,101003819033,2021-06-18 08:50:13,,2021-06-18 09:19:09,ONTIME,Closed,Case Closed. Closed date : Fri Jun 18 09:19:09 EDT 2021 Resolved Recovered. SW  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/60cc967005bb59504104cbeb/report.jpg,,225 W Springfield St  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 4,404,225 W Springfield St,2118,Citizens Connect App
585,30342,,,,Needle Pickup,,,,,,,,,,,42.3401,-71.0798,,101003708977,2021-04-13 08:39:57,,2021-04-13 09:07:25,ONTIME,Closed,Case Closed. Closed date : Tue Apr 13 09:07:25 EDT 2021 Resolved One needle was removed from this location AG  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/6075911405bb99569d16e5ed/photo_20210413_083825.jpg,,189 W Springfield St  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 4,404,189 W Springfield St,2118,Citizens Connect App
593,30728,,,,Needle Pickup,,,,,,,,,,,42.3424,-71.0825,,101003699114,2021-04-05 06:17:33,,2021-04-05 07:03:36,ONTIME,Closed,Case Closed. Closed date : Mon Apr 05 07:03:36 EDT 2021 Resolved Needle recovered.  JT  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/606ae3b305bb99569d1226da/photo_20210405_061704.jpg,,9 Albemarle Ct  Boston  MA  02115,4,1C,7,D4,Back Bay,14,Ward 4,405,9 Albemarle Ct,2115,Citizens Connect App
602,31193,,,,Needle Pickup,,,,,,,,,,,42.3383,-71.0792,,101003823791,2021-06-22 14:18:20,,2021-06-22 14:38:31,ONTIME,Closed,Case Closed. Closed date : Tue Jun 22 14:38:31 EDT 2021 Resolved Searched area no syringes was recovered.RA DB ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,,,544P Massachusetts Ave  Roxbury  MA  02118,7,1C,7,D4,Roxbury,13,09,903,544P Massachusetts Ave,2118,Citizens Connect App
603,31229,,,,Needle Pickup,,,,,,,,,,,42.3388,-71.0802,,101003712624,2021-04-15 17:50:00,,2021-04-16 18:57:05,ONTIME,Closed,Case Closed. Closed date : Fri Apr 16 18:57:05 EDT 2021 Resolved One syringe recovered at location.RA  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/6078b50705bb99569d180f5b/report.jpg,,519 Massachusetts Ave  Roxbury  MA  02118,7,10B,7,D4,Roxbury,13,Ward 9,903,519 Massachusetts Ave,2118,Citizens Connect App
617,32400,,,,Needle Pickup,,,,,,,,,,,42.3398,-71.0805,,101003717063,2021-04-20 15:24:59,,2021-04-20 15:49:49,ONTIME,Closed,Case Closed. Closed date : Tue Apr 20 15:49:49 EDT 2021 Resolved Recovered. S.W  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/607f2a8105bb99569d1a3a3f/report.jpg,,484 Massachusetts Ave  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 9,902,484 Massachusetts Ave,2118,Citizens Connect App
620,32536,,,,Needle Pickup,,,,,,,,,,,42.3365,-71.0766,,101003706180,2021-04-10 09:41:00,,2021-04-10 10:17:18,ONTIME,Closed,Case Closed. Closed date : Sat Apr 10 10:17:18 EDT 2021 Resolved One needle was removed from this location AG  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,,,1750 Washington St  Roxbury  MA  02118,4,1C,2,D4,Roxbury,6,08,802,1750 Washington St,2118,Constituent Call
622,32643,,,,Needle Pickup,,,,,,,,,,,42.3408,-71.0825,,101003718165,2021-04-21 12:27:00,,2021-04-21 12:41:55,ONTIME,Closed,Case Closed. Closed date : Wed Apr 21 12:41:55 EDT 2021 Resolved One syringe recovered at location.RA JT  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,,,421 Massachusetts Ave  Roxbury  MA  02118,9,10B,7,D4,Roxbury,13,Ward 9,903,421 Massachusetts Ave,2118,Constituent Call
633,33207,,,,Needle Pickup,,,,,,,,,,,42.3379,-71.0802,,101003708652,2021-04-12 19:26:00,,2021-04-12 19:37:10,ONTIME,Closed,Case Closed. Closed date : Mon Apr 12 19:37:10 EDT 2021 Resolved Removed df ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,,,214 Northampton St  Roxbury  MA  02118,7,10B,7,D4,Roxbury,13,Ward 9,903,214 Northampton St,2118,Constituent Call
646,33671,,,,Needle Pickup,,,,,,,,,,,42.3387,-71.0789,,101003835210,2021-07-01 09:48:15,,2021-07-01 10:17:38,ONTIME,Closed,Case Closed. Closed date : Thu Jul 01 10:17:38 EDT 2021 Resolved Recovered. S.W  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/60ddc78f05bb595041066643/report.jpg,,540 Massachusetts Ave  Roxbury  MA  02118,4,1C,7,D4,Roxbury,6,09,902,540 Massachusetts Ave,2118,Citizens Connect App
648,33693,,,,Needle Pickup,,,,,,,,,,,42.3353,-71.0764,,101003723011,2021-04-25 17:41:27,,2021-04-25 18:12:12,ONTIME,Closed,Case Closed. Closed date : Sun Apr 25 18:12:12 EDT 2021 Resolved One syringe recovered at location.RA  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/6085e1f605bb5659ae80e57e/report.jpg,,89 Northampton St  Roxbury  MA  02118,7,10B,2,D4,Roxbury,6,Ward 8,802,89 Northampton St,2118,Citizens Connect App
649,33758,,,,Needle Pickup,,,,,,,,,,,42.3368,-71.0777,,101003711156,2021-04-14 15:00:35,,2021-04-14 15:13:20,ONTIME,Closed,Case Closed. Closed date : Wed Apr 14 15:13:20 EDT 2021 Resolved Searched area no syringes was recovered.RA  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,,,621 Massachusetts Ave  Roxbury  MA  02118,7,10B,7,D4,Roxbury,13,Ward 9,903,621 Massachusetts Ave,2118,Citizens Connect App
652,33994,,,,Needle Pickup,,,,,,,,,,,42.3394,-71.0797,,101003712403,2021-04-15 14:02:58,,2021-04-15 14:15:30,ONTIME,Closed,Case Closed. Closed date : Thu Apr 15 14:15:30 EDT 2021 Resolved Searched alleyway no syringes was recovered.RA AG  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,,,768-772 Tremont St  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 9,902,768-772 Tremont St,2118,Citizens Connect App
657,34368,,,,Needle Pickup,,,,,,,,,,,42.336,-71.0768,,101003838292,2021-07-04 14:36:05,,2021-07-04 14:50:25,ONTIME,Closed,Case Closed. Closed date : Sun Jul 04 14:50:25 EDT 2021 Resolved One syringe recovered at location.RA  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/60e1ff8c05bb59504106b6b6/photo_20210704_143537.jpg,,655 Massachusetts Ave  Roxbury  MA  02118,7,10B,2,D4,Roxbury,6,Ward 8,802,655 Massachusetts Ave,2118,Citizens Connect App
659,34616,,,,Needle Pickup,,,,,,,,,,,42.3331,-71.0732,,101003714518,2021-04-18 07:23:32,,2021-04-18 10:53:48,ONTIME,Closed,Case Closed. Closed date : Sun Apr 18 10:53:48 EDT 2021 Resolved Searched area no syringes was recovered.RA  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/607c16af05bb99569d188da3/report.jpg,,801 Massachusetts Ave  Roxbury  MA  02119,7,10B,7,D4,Roxbury,13,08,803,801 Massachusetts Ave,2119,Citizens Connect App
